"url","route_pattern","diff_type","observed_status","canonical","notes"
"https://www.enhe-tech.com.cn/skill-learning/ai-prompt-management","/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/skill-learning/ai-prompt-management","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/skill-learning/ai-prompt-management","/en/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/skill-learning/ai-prompt-management","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/product-paths/work-efficiency","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-paths/work-efficiency","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-paths/work-efficiency","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-paths/work-efficiency","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/product-paths/media-generation","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-paths/media-generation","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-paths/media-generation","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-paths/media-generation","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/product-demos","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-demos","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-demos","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-demos","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/product-demos/windows-ai-video-studio","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-demos/windows-ai-video-studio","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-demos/windows-ai-video-studio","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-demos/windows-ai-video-studio","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/product-demos/ai-video","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-demos/ai-video","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-demos/ai-video","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-demos/ai-video","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/product-demos/windows-ai-lumi","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/product-demos/windows-ai-lumi","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/product-demos/windows-ai-lumi","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/product-demos/windows-ai-lumi","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/pricing","/pricing","MATCHED","200","https://www.enhe-tech.com.cn/pricing","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/pricing","/en/pricing","MATCHED","200","https://www.enhe-tech.com.cn/en/pricing","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/tutorials","/tutorials","MATCHED","200","https://www.enhe-tech.com.cn/tutorials","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/tutorials","/en/tutorials","MATCHED","200","https://www.enhe-tech.com.cn/en/tutorials","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news","/ai-news","MATCHED","200","https://www.enhe-tech.com.cn/ai-news","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news","/en/ai-news","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-trends","/ai-trends","MATCHED","200","https://www.enhe-tech.com.cn/ai-trends","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-trends","/en/ai-trends","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-trends","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/user-agreement","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/user-agreement","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/user-agreement","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/user-agreement","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/privacy-policy","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/privacy-policy","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/privacy-policy","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/privacy-policy","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/membership-refund","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/membership-refund","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/membership-refund","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/membership-refund","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/disclaimer","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/disclaimer","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/disclaimer","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/disclaimer","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/copyright-complaint","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/copyright-complaint","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/copyright-complaint","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/copyright-complaint","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/legal/minor-protection","/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/legal/minor-protection","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/legal/minor-protection","/en/legal/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/legal/minor-protection","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-agent","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/ai-agent","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-agent","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/ai-agent","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/local-ai","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/local-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/local-ai","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/local-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/open-source-models","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/open-source-models","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/open-source-models","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/open-source-models","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-tools","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/ai-tools","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tools","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tools","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-tutorials","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/ai-tutorials","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tutorials","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/ai-tutorials","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-account-service","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/ai-account-service","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-account-service","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/ai-account-service","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/topics/ai-regulation","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/topics/ai-regulation","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/topics/ai-regulation","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/topics/ai-regulation","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/2","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/2","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/3","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/3","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/4","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/4","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/5","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/5","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/6","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/6","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/7","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/7","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/8","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/8","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/9","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/9","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/10","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/10","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/11","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/11","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/12","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/12","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/13","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/13","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/14","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/14","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/15","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/15","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/16","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/16","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/17","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/17","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/18","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/18","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/19","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/19","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/20","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/20","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/21","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/21","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-news/page/22","/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/ai-news/page/22","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/2","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/2","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/3","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/3","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/4","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/4","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/5","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/5","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/6","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/6","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/7","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/7","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/8","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/8","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/9","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/9","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/10","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/10","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/11","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/11","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/12","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/12","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/13","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/13","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/14","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/14","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/15","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/15","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/16","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/16","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/17","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/17","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/18","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/18","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/19","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/19","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/20","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/20","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/21","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/21","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/ai-news/page/22","/en/ai-news/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/ai-news/page/22","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/skill-learning/ai-monetization-side-hustle-course","/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/skill-learning/ai-monetization-side-hustle-course","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/skill-learning/ai-monetization-side-hustle-course","/en/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/skill-learning/ai-monetization-side-hustle-course","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/windows-ai","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/windows-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/windows-ai","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/windows-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/account-services/gmail-google","/account-services/:slug","MATCHED","200","https://www.enhe-tech.com.cn/account-services/gmail-google","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/account-services/gmail-google","/en/account-services/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/account-services/gmail-google","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/ultimate-edition-ai-video-generation-suite","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/ultimate-edition-ai-video-generation-suite","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/ultimate-edition-ai-video-generation-suite","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/ultimate-edition-ai-video-generation-suite","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/infinitetalk-ai","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/infinitetalk-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/infinitetalk-ai","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/infinitetalk-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/ai-prompt-management-system-418-bilingual-prompts-for-writing-seo-and-ai-creation","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/ai-prompt-management-system-418-bilingual-prompts-for-writing-seo-and-ai-creation","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/ai-prompt-management-system-418-bilingual-prompts-for-writing-seo-and-ai-creation","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/ai-prompt-management-system-418-bilingual-prompts-for-writing-seo-and-ai-creation","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/faceswap-studio-ai","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/faceswap-studio-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/faceswap-studio-ai","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/faceswap-studio-ai","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/software/codex-api","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/codex-api","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/codex-api","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/codex-api","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-skills/seo-geo-skill","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/ai-skills/seo-geo-skill","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/en/ai-skills/seo-geo-skill","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/en/ai-skills/seo-geo-skill","sitemap URL has no matching public local page pattern"
"https://www.enhe-tech.com.cn/software/zfb-transfer-link-qr-code-generator","/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/software/zfb-transfer-link-qr-code-generator","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/software/zfb-transfer-link-qr-code-generator","/en/software/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/software/zfb-transfer-link-qr-code-generator","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/en/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","/en/skill-learning/:slug","MATCHED","200","https://www.enhe-tech.com.cn/en/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","public sitemap, HTTP, local route and canonical aligned at observed time"
"https://www.enhe-tech.com.cn/ai-skills/a-skill","","CODE_PRODUCTION_DRIFT","200","https://www.enhe-tech.com.cn/ai-skills/a-skill","sitemap URL has no matching public local page pattern"
