locale,path,page,viewport,cardIndex,pageCardCount,expectedPageCount,columns,isRightColumn,dataScope,exclusionReserve,marginInlineEnd,exclusionMissing,unexpectedExclusion,supportRect,actionRect,cardWidth,baselineCardWidth,baselineCardWidthMatch,gridWidth,baselineGridWidth,baselineGridWidthMatch,baselineSource,peerCardWidthMatch,gap,intersection,verticalIntersection,actionHeight,textClipped,href,rootOverflow,pass
zh,/software,1,320,11,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.578125,""bottom"":843.578125,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.421875,44,false,/software/r4-safe-tool-11,0,true
zh,/software,1,320,12,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.0625,""bottom"":844.0625,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.9375,44,false,/software/r4-safe-tool-12,0,true
zh,/software?page=2,2,320,1,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.734375,""bottom"":843.734375,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.265625,44,false,/software/r4-safe-tool-13,0,true
zh,/software?page=2,2,320,2,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.21875,""bottom"":844.21875,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.78125,44,false,/software/r4-safe-tool-14,0,true
zh,/software?page=2,2,320,3,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.703125,""bottom"":843.703125,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.296875,44,false,/software/r4-safe-tool-15,0,true
zh,/software?page=2,2,320,4,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.1875,""bottom"":844.1875,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.8125,44,false,/software/r4-safe-tool-16,0,true
zh,/software?page=2,2,320,5,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.671875,""bottom"":843.671875,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.328125,44,false,/software/r4-safe-tool-17,0,true
zh,/software?page=2,2,320,6,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.15625,""bottom"":844.15625,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.84375,44,false,/software/r4-safe-tool-18,0,true
zh,/software?page=2,2,320,7,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.640625,""bottom"":843.640625,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.359375,44,false,/software/r4-safe-tool-19,0,true
zh,/software?page=2,2,320,8,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.125,""bottom"":844.125,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.875,44,false,/software/r4-safe-tool-20,0,true
zh,/software?page=2,2,320,9,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.609375,""bottom"":843.609375,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.390625,44,false,/software/r4-safe-tool-21,0,true
zh,/software?page=2,2,320,10,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.09375,""bottom"":844.09375,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.90625,44,false,/software/r4-safe-tool-22,0,true
zh,/software?page=2,2,320,11,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.578125,""bottom"":843.578125,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.421875,44,false,/software/r4-safe-tool-23,0,true
zh,/software?page=2,2,320,12,12,12,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":800.0625,""bottom"":844.0625,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,27.9375,44,false,/software/r4-safe-tool-24,0,true
zh,/software?page=3,3,320,1,1,1,1,true,all-products,52,52,false,false,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":227,""top"":799.734375,""bottom"":843.734375,""width"":186,""height"":44}",280,280,true,280,280,true,pre-implementation-capture,true,33,0,28.265625,44,false,/software/r4-safe-tool-25,0,true
zh,/software,1,360,1,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.765625,""bottom"":843.765625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.234375,44,false,/software/r4-safe-tool-01,0,true
zh,/software,1,360,2,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.75,""bottom"":843.75,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.25,44,false,/software/r4-safe-tool-02,0,true
zh,/software,1,360,3,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.734375,""bottom"":843.734375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.265625,44,false,/software/r4-safe-tool-03,0,true
zh,/software,1,360,4,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.71875,""bottom"":843.71875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.28125,44,false,/software/r4-safe-tool-04,0,true
zh,/software,1,360,5,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.703125,""bottom"":843.703125,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.296875,44,false,/software/r4-safe-tool-05,0,true
zh,/software,1,360,6,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.6875,""bottom"":843.6875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.3125,44,false,/software/r4-safe-tool-06,0,true
zh,/software,1,360,7,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.671875,""bottom"":843.671875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.328125,44,false,/software/r4-safe-tool-07,0,true
zh,/software,1,360,8,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.65625,""bottom"":843.65625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.34375,44,false,/software/r4-safe-tool-08,0,true
zh,/software,1,360,9,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.640625,""bottom"":843.640625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.359375,44,false,/software/r4-safe-tool-09,0,true
zh,/software,1,360,10,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.625,""bottom"":843.625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.375,44,false,/software/r4-safe-tool-10,0,true
zh,/software,1,360,11,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.609375,""bottom"":843.609375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.390625,44,false,/software/r4-safe-tool-11,0,true
zh,/software,1,360,12,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.59375,""bottom"":843.59375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.40625,44,false,/software/r4-safe-tool-12,0,true
zh,/software?page=2,2,360,1,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.765625,""bottom"":843.765625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.234375,44,false,/software/r4-safe-tool-13,0,true
zh,/software?page=2,2,360,2,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.75,""bottom"":843.75,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.25,44,false,/software/r4-safe-tool-14,0,true
zh,/software?page=2,2,360,3,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.734375,""bottom"":843.734375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.265625,44,false,/software/r4-safe-tool-15,0,true
zh,/software?page=2,2,360,4,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.71875,""bottom"":843.71875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.28125,44,false,/software/r4-safe-tool-16,0,true
zh,/software?page=2,2,360,5,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.703125,""bottom"":843.703125,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.296875,44,false,/software/r4-safe-tool-17,0,true
zh,/software?page=2,2,360,6,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.6875,""bottom"":843.6875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.3125,44,false,/software/r4-safe-tool-18,0,true
zh,/software?page=2,2,360,7,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.671875,""bottom"":843.671875,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.328125,44,false,/software/r4-safe-tool-19,0,true
zh,/software?page=2,2,360,8,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.65625,""bottom"":843.65625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.34375,44,false,/software/r4-safe-tool-20,0,true
zh,/software?page=2,2,360,9,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.640625,""bottom"":843.640625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.359375,44,false,/software/r4-safe-tool-21,0,true
zh,/software?page=2,2,360,10,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.625,""bottom"":843.625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.375,44,false,/software/r4-safe-tool-22,0,true
zh,/software?page=2,2,360,11,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.609375,""bottom"":843.609375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.390625,44,false,/software/r4-safe-tool-23,0,true
zh,/software?page=2,2,360,12,12,12,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.59375,""bottom"":843.59375,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.40625,44,false,/software/r4-safe-tool-24,0,true
zh,/software?page=3,3,360,1,1,1,1,true,all-products,52,52,false,false,"{""left"":300,""right"":344,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":267,""top"":799.765625,""bottom"":843.765625,""width"":226,""height"":44}",320,320,true,320,320,true,pre-implementation-capture,true,33,0,28.234375,44,false,/software/r4-safe-tool-25,0,true
zh,/software,1,390,1,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.3125,""bottom"":844.3125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.6875,44,false,/software/r4-safe-tool-01,0,true
zh,/software,1,390,2,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.171875,""bottom"":844.171875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.828125,44,false,/software/r4-safe-tool-02,0,true
zh,/software,1,390,3,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.03125,""bottom"":844.03125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.96875,44,false,/software/r4-safe-tool-03,0,true
zh,/software,1,390,4,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.890625,""bottom"":843.890625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.109375,44,false,/software/r4-safe-tool-04,0,true
zh,/software,1,390,5,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.75,""bottom"":843.75,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.25,44,false,/software/r4-safe-tool-05,0,true
zh,/software,1,390,6,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.609375,""bottom"":843.609375,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.390625,44,false,/software/r4-safe-tool-06,0,true
zh,/software,1,390,7,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.46875,""bottom"":844.46875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.53125,44,false,/software/r4-safe-tool-07,0,true
zh,/software,1,390,8,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.328125,""bottom"":844.328125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.671875,44,false,/software/r4-safe-tool-08,0,true
zh,/software,1,390,9,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.1875,""bottom"":844.1875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.8125,44,false,/software/r4-safe-tool-09,0,true
zh,/software,1,390,10,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.046875,""bottom"":844.046875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.953125,44,false,/software/r4-safe-tool-10,0,true
zh,/software,1,390,11,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.90625,""bottom"":843.90625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.09375,44,false,/software/r4-safe-tool-11,0,true
zh,/software,1,390,12,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.765625,""bottom"":843.765625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.234375,44,false,/software/r4-safe-tool-12,0,true
zh,/software?page=2,2,390,1,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.3125,""bottom"":844.3125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.6875,44,false,/software/r4-safe-tool-13,0,true
zh,/software?page=2,2,390,2,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.171875,""bottom"":844.171875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.828125,44,false,/software/r4-safe-tool-14,0,true
zh,/software?page=2,2,390,3,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.03125,""bottom"":844.03125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.96875,44,false,/software/r4-safe-tool-15,0,true
zh,/software?page=2,2,390,4,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.890625,""bottom"":843.890625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.109375,44,false,/software/r4-safe-tool-16,0,true
zh,/software?page=2,2,390,5,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.75,""bottom"":843.75,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.25,44,false,/software/r4-safe-tool-17,0,true
zh,/software?page=2,2,390,6,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.609375,""bottom"":843.609375,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.390625,44,false,/software/r4-safe-tool-18,0,true
zh,/software?page=2,2,390,7,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.46875,""bottom"":844.46875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.53125,44,false,/software/r4-safe-tool-19,0,true
zh,/software?page=2,2,390,8,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.328125,""bottom"":844.328125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.671875,44,false,/software/r4-safe-tool-20,0,true
zh,/software?page=2,2,390,9,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.1875,""bottom"":844.1875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.8125,44,false,/software/r4-safe-tool-21,0,true
zh,/software?page=2,2,390,10,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.046875,""bottom"":844.046875,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.953125,44,false,/software/r4-safe-tool-22,0,true
zh,/software?page=2,2,390,11,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.90625,""bottom"":843.90625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.09375,44,false,/software/r4-safe-tool-23,0,true
zh,/software?page=2,2,390,12,12,12,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":799.765625,""bottom"":843.765625,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,28.234375,44,false,/software/r4-safe-tool-24,0,true
zh,/software?page=3,3,390,1,1,1,1,true,all-products,52,52,false,false,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":297,""top"":800.3125,""bottom"":844.3125,""width"":256,""height"":44}",350,350,true,350,350,true,pre-implementation-capture,true,33,0,27.6875,44,false,/software/r4-safe-tool-25,0,true
zh,/software,1,480,1,12,12,1,true,all-products,52,52,false,false,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":387,""top"":799.5625,""bottom"":843.5625,""width"":346,""height"":44}",440,440,true,440,440,true,pre-implementation-capture,true,33,0,28.4375,44,false,/software/r4-safe-tool-01,0,true
zh,/software,1,480,2,12,12,1,true,all-products,52,52,false,false,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":387,""top"":800.046875,""bottom"":844.046875,""width"":346,""height"":44}",440,440,true,440,440,true,pre-implementation-capture,true,33,0,27.953125,44,false,/software/r4-safe-tool-02,0,true
