run,viewport,locale,path,pageKind,targetType,targetIndex,supportRect,targetRect,gap,intersection,verticalIntersection,targetClientWidth,targetScrollWidth,targetClientHeight,targetScrollHeight,rootOverflow,textClipped,supportMode,supportWidth,supportHeight,exclusionReserve,targetMarginInlineEnd,targetMarginInlineStart,targetPaddingInlineEnd,cardWidth,railWidth,gridWidth,layoutChanged,candidateCount,pass,repeatStable
1,483,zh,/software,software,new-releases,3,"{""left"":379,""right"":467,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":237.171875,""right"":337.5625,""top"":855.8125,""bottom"":899.8125,""width"":100.390625,""height"":44}",41.4375,0,28.1875,100,100,44,44,0,false,text,88,46,104,104,140,0,386.390625,1640,483,false,4,true,true
1,483,zh,/software,software,featured,2,"{""left"":379,""right"":467,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.4375,""right"":338.15625,""top"":856.421875,""bottom"":900.421875,""width"":155.71875,""height"":44}",40.84375,0,27.578125,156,156,44,44,0,false,text,88,46,104,104,104,0,405.71875,1293,483,false,3,true,true
1,483,zh,/software,software,all-products,0,"{""left"":379,""right"":467,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":338,""top"":856.015625,""bottom"":900.015625,""width"":297,""height"":44}",41,0,27.984375,297,297,44,44,0,false,text,88,46,104,104,0,0,443,0,443,false,12,true,true
1,483,zh,/software,software,load-more,0,"{""left"":379,""right"":467,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":852.90625,""bottom"":899.703125,""width"":102,""height"":46.796875}",257,0,31.09375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,483,zh,/software,software,footer-link,0,"{""left"":379,""right"":467,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":359,""top"":856.109375,""bottom"":900.109375,""width"":339,""height"":44}",20,0,27.890625,339,339,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,484,zh,/software,software,new-releases,3,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":237.5625,""right"":338.75,""top"":856.25,""bottom"":900.25,""width"":101.1875,""height"":44}",41.25,0,27.75,101,101,44,44,0,false,text,88,46,104,104,140,0,387.1875,1643,484,false,4,true,true
1,484,zh,/software,software,featured,2,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.09375,""right"":338.640625,""top"":856.328125,""bottom"":900.328125,""width"":156.546875,""height"":44}",41.359375,0,27.671875,157,157,44,44,0,false,text,88,46,104,104,104,0,406.546875,1296,484,false,3,true,true
1,484,zh,/software,software,all-products,0,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":339,""top"":856.484375,""bottom"":900.484375,""width"":298,""height"":44}",41,0,27.515625,298,298,44,44,0,false,text,88,46,104,104,0,0,444,0,444,false,12,true,true
1,484,zh,/software,software,load-more,0,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.5625,""bottom"":900.359375,""width"":102,""height"":46.796875}",258,0,30.4375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,484,zh,/software,software,footer-link,0,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":360,""top"":855.765625,""bottom"":899.765625,""width"":340,""height"":44}",20,0,28.234375,340,340,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,485,zh,/software,software,new-releases,3,"{""left"":381,""right"":469,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":238,""right"":340,""top"":855.71875,""bottom"":899.71875,""width"":102,""height"":44}",41,0,28.28125,102,102,44,44,0,false,text,88,46,104,104,140,0,388,1646,485,false,4,true,true
1,485,zh,/software,software,featured,2,"{""left"":381,""right"":469,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.78125,""right"":340.171875,""top"":856.28125,""bottom"":900.28125,""width"":157.390625,""height"":44}",40.828125,0,27.71875,157,157,44,44,0,false,text,88,46,104,104,104,0,407.390625,1298,485,false,3,true,true
1,485,zh,/software,software,all-products,0,"{""left"":381,""right"":469,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":340,""top"":856,""bottom"":900,""width"":299,""height"":44}",41,0,28,299,299,44,44,0,false,text,88,46,104,104,0,0,445,0,445,false,12,true,true
1,485,zh,/software,software,load-more,0,"{""left"":381,""right"":469,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.265625,""bottom"":900.0625,""width"":102,""height"":46.796875}",259,0,30.734375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,485,zh,/software,software,footer-link,0,"{""left"":381,""right"":469,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":361,""top"":856.46875,""bottom"":900.46875,""width"":341,""height"":44}",20,0,27.53125,341,341,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,486,zh,/software,software,new-releases,3,"{""left"":382,""right"":470,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":238.390625,""right"":341.1875,""top"":856.15625,""bottom"":900.15625,""width"":102.796875,""height"":44}",40.8125,0,27.84375,103,103,44,44,0,false,text,88,46,104,104,140,0,388.796875,1649,486,false,4,true,true
1,486,zh,/software,software,featured,2,"{""left"":382,""right"":470,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.46875,""right"":340.703125,""top"":856.1875,""bottom"":900.1875,""width"":158.234375,""height"":44}",41.296875,0,27.8125,158,158,44,44,0,false,text,88,46,104,104,104,0,408.234375,1301,486,false,3,true,true
1,486,zh,/software,software,all-products,0,"{""left"":382,""right"":470,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":341,""top"":856.46875,""bottom"":900.46875,""width"":300,""height"":44}",41,0,27.53125,300,300,44,44,0,false,text,88,46,104,104,0,0,446,0,446,false,12,true,true
1,486,zh,/software,software,load-more,0,"{""left"":382,""right"":470,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":852.921875,""bottom"":899.71875,""width"":102,""height"":46.796875}",260,0,31.078125,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,486,zh,/software,software,footer-link,0,"{""left"":382,""right"":470,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":362,""top"":856.125,""bottom"":900.125,""width"":342,""height"":44}",20,0,27.875,342,342,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,487,zh,/software,software,new-releases,3,"{""left"":383,""right"":471,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":238.78125,""right"":342.375,""top"":855.609375,""bottom"":899.609375,""width"":103.59375,""height"":44}",40.625,0,28.390625,104,104,44,44,0,false,text,88,46,104,104,140,0,389.59375,1652,487,false,4,true,true
1,487,zh,/software,software,featured,2,"{""left"":383,""right"":471,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.15625,""right"":342.234375,""top"":856.109375,""bottom"":900.109375,""width"":159.078125,""height"":44}",40.765625,0,27.890625,159,159,44,44,0,false,text,88,46,104,104,104,0,409.078125,1303,487,false,3,true,true
1,487,zh,/software,software,all-products,0,"{""left"":383,""right"":471,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":342,""top"":855.953125,""bottom"":899.953125,""width"":301,""height"":44}",41,0,28.046875,301,301,44,44,0,false,text,88,46,104,104,0,0,447,0,447,false,12,true,true
1,487,zh,/software,software,load-more,0,"{""left"":383,""right"":471,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.59375,""bottom"":900.390625,""width"":102,""height"":46.796875}",261,0,30.40625,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,487,zh,/software,software,footer-link,0,"{""left"":383,""right"":471,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":363,""top"":855.796875,""bottom"":899.796875,""width"":343,""height"":44}",20,0,28.203125,343,343,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,488,zh,/software,software,new-releases,3,"{""left"":384,""right"":472,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":238.171875,""right"":342.5625,""top"":856.0625,""bottom"":900.0625,""width"":104.390625,""height"":44}",41.4375,0,27.9375,104,104,44,44,0,false,text,88,46,104,104,140,0,390.390625,1656,488,false,4,true,true
1,488,zh,/software,software,featured,2,"{""left"":384,""right"":472,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.8125,""right"":342.71875,""top"":856.03125,""bottom"":900.03125,""width"":159.90625,""height"":44}",41.28125,0,27.96875,160,160,44,44,0,false,text,88,46,104,104,104,0,409.90625,1306,488,false,3,true,true
1,488,zh,/software,software,all-products,0,"{""left"":384,""right"":472,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":343,""top"":856.4375,""bottom"":900.4375,""width"":302,""height"":44}",41,0,27.5625,302,302,44,44,0,false,text,88,46,104,104,0,0,448,0,448,false,12,true,true
1,488,zh,/software,software,load-more,0,"{""left"":384,""right"":472,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.265625,""bottom"":900.0625,""width"":102,""height"":46.796875}",262,0,30.734375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,488,zh,/software,software,footer-link,0,"{""left"":384,""right"":472,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":364,""top"":856.46875,""bottom"":900.46875,""width"":344,""height"":44}",20,0,27.53125,344,344,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,489,zh,/software,software,new-releases,3,"{""left"":385,""right"":473,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":238.5625,""right"":343.75,""top"":855.5,""bottom"":899.5,""width"":105.1875,""height"":44}",41.25,0,28.5,105,105,44,44,0,false,text,88,46,104,104,140,0,391.1875,1659,489,false,4,true,true
1,489,zh,/software,software,featured,2,"{""left"":385,""right"":473,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.5,""right"":344.25,""top"":855.953125,""bottom"":899.953125,""width"":160.75,""height"":44}",40.75,0,28.046875,161,161,44,44,0,false,text,88,46,104,104,104,0,410.75,1308,489,false,3,true,true
1,489,zh,/software,software,all-products,0,"{""left"":385,""right"":473,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":344,""top"":855.921875,""bottom"":899.921875,""width"":303,""height"":44}",41,0,28.078125,303,303,44,44,0,false,text,88,46,104,104,0,0,449,0,449,false,12,true,true
1,489,zh,/software,software,load-more,0,"{""left"":385,""right"":473,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":852.9375,""bottom"":899.734375,""width"":102,""height"":46.796875}",263,0,31.0625,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,489,zh,/software,software,footer-link,0,"{""left"":385,""right"":473,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":365,""top"":856.140625,""bottom"":900.140625,""width"":345,""height"":44}",20,0,27.859375,345,345,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,490,zh,/software,software,new-releases,3,"{""left"":386,""right"":474,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":239,""right"":345,""top"":855.96875,""bottom"":899.96875,""width"":106,""height"":44}",41,0,28.03125,106,106,44,44,0,false,text,88,46,104,104,140,0,392,1662,490,false,4,true,true
1,490,zh,/software,software,featured,2,"{""left"":386,""right"":474,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.1875,""right"":344.78125,""top"":855.890625,""bottom"":899.890625,""width"":161.59375,""height"":44}",41.21875,0,28.109375,162,162,44,44,0,false,text,88,46,104,104,104,0,411.59375,1311,490,false,3,true,true
1,490,zh,/software,software,all-products,0,"{""left"":386,""right"":474,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":345,""top"":856.421875,""bottom"":900.421875,""width"":304,""height"":44}",41,0,27.578125,304,304,44,44,0,false,text,88,46,104,104,0,0,450,0,450,false,12,true,true
1,490,zh,/software,software,load-more,0,"{""left"":386,""right"":474,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.625,""bottom"":900.421875,""width"":102,""height"":46.796875}",264,0,30.375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,490,zh,/software,software,footer-link,0,"{""left"":386,""right"":474,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":366,""top"":855.828125,""bottom"":899.828125,""width"":346,""height"":44}",20,0,28.171875,346,346,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,491,zh,/software,software,new-releases,3,"{""left"":387,""right"":475,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":239.390625,""right"":346.1875,""top"":856.40625,""bottom"":900.40625,""width"":106.796875,""height"":44}",40.8125,0,27.59375,107,107,44,44,0,false,text,88,46,104,104,140,0,392.796875,1665,491,false,4,true,true
1,491,zh,/software,software,featured,2,"{""left"":387,""right"":475,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.875,""right"":346.3125,""top"":855.796875,""bottom"":899.796875,""width"":162.4375,""height"":44}",40.6875,0,28.203125,162,162,44,44,0,false,text,88,46,104,104,104,0,412.4375,1313,491,false,3,true,true
1,491,zh,/software,software,all-products,0,"{""left"":387,""right"":475,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":346,""top"":855.890625,""bottom"":899.890625,""width"":305,""height"":44}",41,0,28.109375,305,305,44,44,0,false,text,88,46,104,104,0,0,451,0,451,false,12,true,true
1,491,zh,/software,software,load-more,0,"{""left"":387,""right"":475,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.28125,""bottom"":900.078125,""width"":102,""height"":46.796875}",265,0,30.71875,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,491,zh,/software,software,footer-link,0,"{""left"":387,""right"":475,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":367,""top"":856.484375,""bottom"":900.484375,""width"":347,""height"":44}",20,0,27.515625,347,347,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,492,zh,/software,software,new-releases,3,"{""left"":388,""right"":476,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":239.78125,""right"":347.375,""top"":855.859375,""bottom"":899.859375,""width"":107.59375,""height"":44}",40.625,0,28.140625,108,108,44,44,0,false,text,88,46,104,104,140,0,393.59375,1668,492,false,4,true,true
1,492,zh,/software,software,featured,2,"{""left"":388,""right"":476,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.53125,""right"":346.796875,""top"":855.71875,""bottom"":899.71875,""width"":163.265625,""height"":44}",41.203125,0,28.28125,163,163,44,44,0,false,text,88,46,104,104,104,0,413.265625,1316,492,false,3,true,true
1,492,zh,/software,software,all-products,0,"{""left"":388,""right"":476,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":347,""top"":856.375,""bottom"":900.375,""width"":306,""height"":44}",41,0,27.625,306,306,44,44,0,false,text,88,46,104,104,0,0,452,0,452,false,12,true,true
1,492,zh,/software,software,load-more,0,"{""left"":388,""right"":476,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":852.953125,""bottom"":899.75,""width"":102,""height"":46.796875}",266,0,31.046875,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,492,zh,/software,software,footer-link,0,"{""left"":388,""right"":476,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":368,""top"":856.15625,""bottom"":900.15625,""width"":348,""height"":44}",20,0,27.84375,348,348,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,493,zh,/software,software,new-releases,3,"{""left"":389,""right"":477,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":239.171875,""right"":347.5625,""top"":856.3125,""bottom"":900.3125,""width"":108.390625,""height"":44}",41.4375,0,27.6875,108,108,44,44,0,false,text,88,46,104,104,140,0,394.390625,1672,493,false,4,true,true
1,493,zh,/software,software,featured,2,"{""left"":389,""right"":477,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":184.21875,""right"":348.328125,""top"":855.640625,""bottom"":899.640625,""width"":164.109375,""height"":44}",40.671875,0,28.359375,164,164,44,44,0,false,text,88,46,104,104,104,0,414.109375,1318,493,false,3,true,true
1,493,zh,/software,software,all-products,0,"{""left"":389,""right"":477,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":348,""top"":855.859375,""bottom"":899.859375,""width"":307,""height"":44}",41,0,28.140625,307,307,44,44,0,false,text,88,46,104,104,0,0,453,0,453,false,12,true,true
1,493,zh,/software,software,load-more,0,"{""left"":389,""right"":477,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.625,""bottom"":900.421875,""width"":102,""height"":46.796875}",267,0,30.375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,493,zh,/software,software,footer-link,0,"{""left"":389,""right"":477,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":369,""top"":855.828125,""bottom"":899.828125,""width"":349,""height"":44}",20,0,28.171875,349,349,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,494,zh,/software,software,new-releases,3,"{""left"":390,""right"":478,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":239.5625,""right"":348.75,""top"":855.75,""bottom"":899.75,""width"":109.1875,""height"":44}",41.25,0,28.25,109,109,44,44,0,false,text,88,46,104,104,140,0,395.1875,1675,494,false,4,true,true
1,494,zh,/software,software,featured,2,"{""left"":390,""right"":478,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":183.90625,""right"":348.859375,""top"":855.5625,""bottom"":899.5625,""width"":164.953125,""height"":44}",41.140625,0,28.4375,165,165,44,44,0,false,text,88,46,104,104,104,0,414.953125,1321,494,false,3,true,true
1,494,zh,/software,software,all-products,0,"{""left"":390,""right"":478,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":349,""top"":856.34375,""bottom"":900.34375,""width"":308,""height"":44}",41,0,27.65625,308,308,44,44,0,false,text,88,46,104,104,0,0,454,0,454,false,12,true,true
1,494,zh,/software,software,load-more,0,"{""left"":390,""right"":478,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.296875,""bottom"":900.09375,""width"":102,""height"":46.796875}",268,0,30.703125,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,494,zh,/software,software,footer-link,0,"{""left"":390,""right"":478,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":370,""top"":855.5,""bottom"":899.5,""width"":350,""height"":44}",20,0,28.5,350,350,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,495,zh,/software,software,new-releases,3,"{""left"":391,""right"":479,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":240,""right"":350,""top"":856.21875,""bottom"":900.21875,""width"":110,""height"":44}",41,0,27.78125,110,110,44,44,0,false,text,88,46,104,104,140,0,396,1678,495,false,4,true,true
1,495,zh,/software,software,featured,2,"{""left"":391,""right"":479,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":184.59375,""right"":350.390625,""top"":855.5,""bottom"":899.5,""width"":165.796875,""height"":44}",40.609375,0,28.5,166,166,44,44,0,false,text,88,46,104,104,104,0,415.796875,1323,495,false,3,true,true
1,495,zh,/software,software,all-products,0,"{""left"":391,""right"":479,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":350,""top"":855.84375,""bottom"":899.84375,""width"":309,""height"":44}",41,0,28.15625,309,309,44,44,0,false,text,88,46,104,104,0,0,455,0,455,false,12,true,true
1,495,zh,/software,software,load-more,0,"{""left"":391,""right"":479,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":852.984375,""bottom"":899.78125,""width"":102,""height"":46.796875}",269,0,31.015625,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,495,zh,/software,software,footer-link,0,"{""left"":391,""right"":479,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":371,""top"":856.1875,""bottom"":900.1875,""width"":351,""height"":44}",20,0,27.8125,351,351,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,496,zh,/software,software,new-releases,3,"{""left"":392,""right"":480,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":240.390625,""right"":351.1875,""top"":855.65625,""bottom"":899.65625,""width"":110.796875,""height"":44}",40.8125,0,28.34375,111,111,44,44,0,false,text,88,46,104,104,140,0,396.796875,1681,496,false,4,true,true
1,496,zh,/software,software,featured,2,"{""left"":392,""right"":480,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":184.25,""right"":350.875,""top"":856.40625,""bottom"":900.40625,""width"":166.625,""height"":44}",41.125,0,27.59375,167,167,44,44,0,false,text,88,46,104,104,104,0,416.625,1326,496,false,3,true,true
1,496,zh,/software,software,all-products,0,"{""left"":392,""right"":480,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":351,""top"":856.3125,""bottom"":900.3125,""width"":310,""height"":44}",41,0,27.6875,310,310,44,44,0,false,text,88,46,104,104,0,0,456,0,456,false,12,true,true
1,496,zh,/software,software,load-more,0,"{""left"":392,""right"":480,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.640625,""bottom"":900.4375,""width"":102,""height"":46.796875}",270,0,30.359375,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,496,zh,/software,software,footer-link,0,"{""left"":392,""right"":480,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":372,""top"":855.84375,""bottom"":899.84375,""width"":352,""height"":44}",20,0,28.15625,352,352,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
1,497,zh,/software,software,new-releases,3,"{""left"":393,""right"":481,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":240.78125,""right"":352.375,""top"":856.109375,""bottom"":900.109375,""width"":111.59375,""height"":44}",40.625,0,27.890625,112,112,44,44,0,false,text,88,46,104,104,140,0,397.59375,1684,497,false,4,true,true
1,497,zh,/software,software,featured,2,"{""left"":393,""right"":481,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":184.9375,""right"":352.40625,""top"":856.328125,""bottom"":900.328125,""width"":167.46875,""height"":44}",40.59375,0,27.671875,167,167,44,44,0,false,text,88,46,104,104,104,0,417.46875,1328,497,false,3,true,true
1,497,zh,/software,software,all-products,0,"{""left"":393,""right"":481,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":41,""right"":352,""top"":855.796875,""bottom"":899.796875,""width"":311,""height"":44}",41,0,28.203125,311,311,44,44,0,false,text,88,46,104,104,0,0,457,0,457,false,12,true,true
1,497,zh,/software,software,load-more,0,"{""left"":393,""right"":481,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":122,""top"":853.3125,""bottom"":900.109375,""width"":102,""height"":46.796875}",271,0,30.6875,100,100,45,45,0,false,text,88,46,104,0,0,18,0,0,0,false,1,true,true
1,497,zh,/software,software,footer-link,0,"{""left"":393,""right"":481,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":20,""right"":373,""top"":855.515625,""bottom"":899.515625,""width"":353,""height"":44}",20,0,28.484375,353,353,44,44,0,false,text,88,46,104,0,0,0,0,0,0,false,13,true,true
