locale,viewport,section,cardIndex,cardCount,layout,columns,exclusionExpected,exclusionReserve,marginInlineStart,marginInlineEnd,exclusionMatch,supportRect,actionRect,cardWidth,railClientWidth,railScrollWidth,scrollSnapType,cardScrollSnapAlign,baselineCardWidth,baselineCardWidthMatch,baselineRailWidth,baselineRailWidthMatch,baselineSource,gap,intersection,verticalIntersection,actionHeight,textClipped,keyboardLeftWorked,keyboardRightWorked,idleScrollPosition,rootOverflow,pass,idleScrollAfter,noAutoScroll
zh,390,new-releases,4,4,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":131,""right"":297,""top"":800.359375,""bottom"":844.359375,""width"":166,""height"":44}",312,390,1342,x mandatory,start,312,true,1342,true,pre-implementation-capture,33,0,27.640625,44,false,true,true,952,0,true,952,true
zh,390,featured-products,1,3,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":274.59375,""top"":712.03125,""bottom"":756.03125,""width"":181.59375,""height"":44}",327.59375,390,1059,x mandatory,start,327.59375,true,1059,true,pre-implementation-capture,55.40625,0,0,44,false,true,true,0,0,true,0,true
zh,390,featured-products,2,3,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":92.59375,""right"":274.1875,""top"":800.03125,""bottom"":844.03125,""width"":181.59375,""height"":44}",327.59375,390,1059,x mandatory,start,327.59375,true,1059,true,pre-implementation-capture,55.8125,0,27.96875,44,false,true,true,346,0,true,346,true
zh,390,featured-products,3,3,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":115.1875,""right"":296.78125,""top"":800.03125,""bottom"":844.03125,""width"":181.59375,""height"":44}",327.59375,390,1059,x mandatory,start,327.59375,true,1059,true,pre-implementation-capture,33.21875,0,27.96875,44,false,true,true,669,0,true,669,true
zh,480,new-releases,1,4,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":331,""top"":790.46875,""bottom"":834.46875,""width"":238,""height"":44}",384,480,1630,x mandatory,start,384,true,1630,true,pre-implementation-capture,89,0,37.53125,44,false,true,true,0,0,true,0,true
zh,480,new-releases,2,4,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":331,""top"":800.46875,""bottom"":844.46875,""width"":238,""height"":44}",384,480,1630,x mandatory,start,384,true,1630,true,pre-implementation-capture,89,0,27.53125,44,false,true,true,402,0,true,402,true
zh,480,new-releases,3,4,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":331,""top"":800.46875,""bottom"":844.46875,""width"":238,""height"":44}",384,480,1630,x mandatory,start,384,true,1630,true,pre-implementation-capture,89,0,27.53125,44,false,true,true,804,0,true,804,true
zh,480,new-releases,4,4,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":149,""right"":387,""top"":800.46875,""bottom"":844.46875,""width"":238,""height"":44}",384,480,1630,x mandatory,start,384,true,1630,true,pre-implementation-capture,33,0,27.53125,44,false,true,true,1150,0,true,1150,true
zh,480,featured-products,1,3,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":350.1875,""top"":707.65625,""bottom"":751.65625,""width"":257.1875,""height"":44}",403.1875,480,1286,x mandatory,start,403.1875,true,1286,true,pre-implementation-capture,69.8125,0,0,44,false,true,true,0,0,true,0,true
zh,480,featured-products,2,3,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93.1875,""right"":350.375,""top"":799.65625,""bottom"":843.65625,""width"":257.1875,""height"":44}",403.1875,480,1286,x mandatory,start,403.1875,true,1286,true,pre-implementation-capture,69.625,0,28.34375,44,false,true,true,421,0,true,421,true
zh,480,featured-products,3,3,flex,1,true,52,52,52,true,"{""left"":420,""right"":464,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":129.375,""right"":386.5625,""top"":799.65625,""bottom"":843.65625,""width"":257.1875,""height"":44}",403.1875,480,1286,x mandatory,start,403.1875,true,1286,true,pre-implementation-capture,33.4375,0,28.34375,44,false,true,true,806,0,true,806,true
zh,483,new-releases,1,4,flex,1,true,52,88,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":129,""right"":333.390625,""top"":847.8125,""bottom"":891.8125,""width"":204.390625,""height"":44}",386.390625,483,1640,x mandatory,start,386.390625,true,1640,true,test-only-exclusion-disabled,89.609375,0,36.1875,44,false,true,true,0,0,true,0,true
zh,483,new-releases,2,4,flex,1,true,52,88,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":129.390625,""right"":333.78125,""top"":855.8125,""bottom"":899.8125,""width"":204.390625,""height"":44}",386.390625,483,1640,x mandatory,start,386.390625,true,1640,true,test-only-exclusion-disabled,89.21875,0,28.1875,44,false,true,true,404,0,true,404,true
zh,483,new-releases,3,4,flex,1,true,52,88,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":128.78125,""right"":333.171875,""top"":855.8125,""bottom"":899.8125,""width"":204.390625,""height"":44}",386.390625,483,1640,x mandatory,start,386.390625,true,1640,true,test-only-exclusion-disabled,89.828125,0,28.1875,44,false,true,true,809,0,true,809,true
zh,483,new-releases,4,4,flex,1,true,52,88,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":185.171875,""right"":389.5625,""top"":855.8125,""bottom"":899.8125,""width"":204.390625,""height"":44}",386.390625,483,1640,x mandatory,start,386.390625,true,1640,true,test-only-exclusion-disabled,33.4375,0,28.1875,44,false,true,true,1157,0,true,1157,true
zh,483,featured-products,1,3,flex,1,true,52,52,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":93,""right"":352.71875,""top"":759.421875,""bottom"":803.421875,""width"":259.71875,""height"":44}",405.71875,483,1293,x mandatory,start,405.71875,true,1293,true,test-only-exclusion-disabled,70.28125,0,0,44,false,true,true,0,0,true,0,true
zh,483,featured-products,2,3,flex,1,true,52,52,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":92.71875,""right"":352.4375,""top"":856.421875,""bottom"":900.421875,""width"":259.71875,""height"":44}",405.71875,483,1293,x mandatory,start,405.71875,true,1293,true,test-only-exclusion-disabled,70.5625,0,27.578125,44,false,true,true,424,0,true,424,true
zh,483,featured-products,3,3,flex,1,true,52,52,52,true,"{""left"":423,""right"":467,""top"":840,""bottom"":884,""width"":44,""height"":44}","{""left"":130.4375,""right"":390.15625,""top"":856.421875,""bottom"":900.421875,""width"":259.71875,""height"":44}",405.71875,483,1293,x mandatory,start,405.71875,true,1293,true,test-only-exclusion-disabled,32.84375,0,27.578125,44,false,true,true,810,0,true,810,true
zh,484,new-releases,1,4,flex,1,true,104,140,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":181,""right"":282.1875,""top"":847.25,""bottom"":891.25,""width"":101.1875,""height"":44}",387.1875,484,1643,x mandatory,start,387.1875,true,1643,true,test-only-exclusion-disabled,97.8125,0,36.75,44,false,true,true,0,0,true,0,true
zh,484,new-releases,2,4,flex,1,true,104,140,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":181.1875,""right"":282.375,""top"":856.25,""bottom"":900.25,""width"":101.1875,""height"":44}",387.1875,484,1643,x mandatory,start,387.1875,true,1643,true,test-only-exclusion-disabled,97.625,0,27.75,44,false,true,true,405,0,true,405,true
zh,484,new-releases,3,4,flex,1,true,104,140,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":181.375,""right"":282.5625,""top"":856.25,""bottom"":900.25,""width"":101.1875,""height"":44}",387.1875,484,1643,x mandatory,start,387.1875,true,1643,true,test-only-exclusion-disabled,97.4375,0,27.75,44,false,true,true,810,0,true,810,true
zh,484,new-releases,4,4,flex,1,true,104,140,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":237.5625,""right"":338.75,""top"":856.25,""bottom"":900.25,""width"":101.1875,""height"":44}",387.1875,484,1643,x mandatory,start,387.1875,true,1643,true,test-only-exclusion-disabled,41.25,0,27.75,44,false,true,true,1159,0,true,1159,true
zh,484,featured-products,1,3,flex,1,true,104,104,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":145,""right"":301.546875,""top"":759.328125,""bottom"":803.328125,""width"":156.546875,""height"":44}",406.546875,484,1296,x mandatory,start,406.546875,true,1296,true,test-only-exclusion-disabled,78.453125,0,0,44,false,true,true,0,0,true,0,true
zh,484,featured-products,2,3,flex,1,true,104,104,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":144.546875,""right"":301.09375,""top"":856.328125,""bottom"":900.328125,""width"":156.546875,""height"":44}",406.546875,484,1296,x mandatory,start,406.546875,true,1296,true,test-only-exclusion-disabled,78.90625,0,27.671875,44,false,true,true,425,0,true,425,true
zh,484,featured-products,3,3,flex,1,true,104,104,104,true,"{""left"":380,""right"":468,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":182.09375,""right"":338.640625,""top"":856.328125,""bottom"":900.328125,""width"":156.546875,""height"":44}",406.546875,484,1296,x mandatory,start,406.546875,true,1296,true,test-only-exclusion-disabled,41.359375,0,27.671875,44,false,true,true,812,0,true,812,true
zh,767,new-releases,1,4,flex,1,true,104,140,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":181,""right"":508.59375,""top"":842.625,""bottom"":886.625,""width"":327.59375,""height"":44}",613.59375,767,2548,x mandatory,start,613.59375,true,2548,true,test-only-exclusion-disabled,154.40625,0,41.375,44,false,true,true,0,0,true,0,true
zh,767,new-releases,2,4,flex,1,true,104,140,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":180.59375,""right"":508.1875,""top"":855.625,""bottom"":899.625,""width"":327.59375,""height"":44}",613.59375,767,2548,x mandatory,start,613.59375,true,2548,true,test-only-exclusion-disabled,154.8125,0,28.375,44,false,true,true,632,0,true,632,true
zh,767,new-releases,3,4,flex,1,true,104,140,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":181.1875,""right"":508.78125,""top"":855.625,""bottom"":899.625,""width"":327.59375,""height"":44}",613.59375,767,2548,x mandatory,start,613.59375,true,2548,true,test-only-exclusion-disabled,154.21875,0,28.375,44,false,true,true,1263,0,true,1263,true
zh,767,new-releases,4,4,flex,1,true,104,140,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":294.78125,""right"":622.375,""top"":855.625,""bottom"":899.625,""width"":327.59375,""height"":44}",613.59375,767,2548,x mandatory,start,613.59375,true,2548,true,test-only-exclusion-disabled,40.625,0,28.375,44,false,true,true,1781,0,true,1781,true
zh,767,featured-products,1,3,flex,1,true,104,104,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":145,""right"":539.265625,""top"":749.21875,""bottom"":793.21875,""width"":394.265625,""height"":44}",644.265625,767,2009,x mandatory,start,644.265625,true,2009,true,test-only-exclusion-disabled,123.734375,0,0,44,false,true,true,0,0,true,0,true
zh,767,featured-products,2,3,flex,1,true,104,104,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":145.265625,""right"":539.53125,""top"":856.21875,""bottom"":900.21875,""width"":394.265625,""height"":44}",644.265625,767,2009,x mandatory,start,644.265625,true,2009,true,test-only-exclusion-disabled,123.46875,0,27.78125,44,false,true,true,662,0,true,662,true
zh,767,featured-products,3,3,flex,1,true,104,104,104,true,"{""left"":663,""right"":751,""top"":838,""bottom"":884,""width"":88,""height"":46}","{""left"":227.53125,""right"":621.796875,""top"":856.21875,""bottom"":900.21875,""width"":394.265625,""height"":44}",644.265625,767,2009,x mandatory,start,644.265625,true,2009,true,test-only-exclusion-disabled,41.203125,0,27.78125,44,false,true,true,1242,0,true,1242,true
zh,768,new-releases,1,4,grid,2,false,104,0,0,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":353,""top"":855.640625,""bottom"":899.640625,""width"":308,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,303,0,20.359375,44,false,true,true,0,0,true,0,true
zh,768,new-releases,2,4,grid,2,true,104,0,104,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":415,""right"":619,""top"":855.640625,""bottom"":899.640625,""width"":204,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,37,0,20.359375,44,false,true,true,0,0,true,0,true
zh,768,new-releases,3,4,grid,2,false,104,0,0,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":353,""top"":855.5,""bottom"":899.5,""width"":308,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,303,0,20.5,44,false,true,true,0,0,true,0,true
zh,768,new-releases,4,4,grid,2,true,104,0,104,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":415,""right"":619,""top"":855.5,""bottom"":899.5,""width"":204,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,37,0,20.5,44,false,true,true,0,0,true,0,true
zh,768,featured-products,1,3,grid,2,false,104,0,0,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":353,""top"":855.796875,""bottom"":899.796875,""width"":308,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,303,0,20.203125,44,false,true,true,0,0,true,0,true
zh,768,featured-products,2,3,grid,2,true,104,0,104,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":415,""right"":619,""top"":855.796875,""bottom"":899.796875,""width"":204,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,37,0,20.203125,44,false,true,true,0,0,true,0,true
zh,768,featured-products,3,3,grid,2,false,104,0,0,true,"{""left"":656,""right"":744,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":353,""top"":855.65625,""bottom"":899.65625,""width"":308,""height"":44}",350,720,720,none,none,350,true,720,true,pre-implementation-capture,303,0,20.34375,44,false,true,true,0,0,true,0,true
zh,1024,new-releases,1,4,grid,3,false,104,0,0,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":315,""top"":855.984375,""bottom"":899.984375,""width"":270,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,597,0,20.015625,44,false,true,true,0,0,true,0,true
zh,1024,new-releases,2,4,grid,3,false,104,0,0,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":377,""right"":647,""top"":855.984375,""bottom"":899.984375,""width"":270,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,265,0,20.015625,44,false,true,true,0,0,true,0,true
zh,1024,new-releases,3,4,grid,3,true,104,0,104,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":709,""right"":875,""top"":855.984375,""bottom"":899.984375,""width"":166,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,37,0,20.015625,44,false,true,true,0,0,true,0,true
zh,1024,new-releases,4,4,grid,3,false,104,0,0,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":315,""top"":856.46875,""bottom"":900.46875,""width"":270,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,597,0,19.53125,44,false,true,true,0,0,true,0,true
zh,1024,featured-products,1,3,grid,3,false,104,0,0,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":45,""right"":315,""top"":856.140625,""bottom"":900.140625,""width"":270,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,597,0,19.859375,44,false,true,true,0,0,true,0,true
zh,1024,featured-products,2,3,grid,3,false,104,0,0,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":377,""right"":647,""top"":856.140625,""bottom"":900.140625,""width"":270,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,265,0,19.859375,44,false,true,true,0,0,true,0,true
zh,1024,featured-products,3,3,grid,3,true,104,0,104,true,"{""left"":912,""right"":1000,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":709,""right"":875,""top"":856.140625,""bottom"":900.140625,""width"":166,""height"":44}",312,976,976,none,none,312,true,976,true,test-only-exclusion-disabled,37,0,19.859375,44,false,true,true,0,0,true,0,true
zh,1440,new-releases,1,4,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":175,""right"":401,""top"":856.390625,""bottom"":900.390625,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,927,0,19.609375,44,false,true,true,0,0,true,0,true
zh,1440,new-releases,2,4,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":463,""right"":689,""top"":856.390625,""bottom"":900.390625,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,639,0,19.609375,44,false,true,true,0,0,true,0,true
zh,1440,new-releases,3,4,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":751,""right"":977,""top"":856.390625,""bottom"":900.390625,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,351,0,19.609375,44,false,true,true,0,0,true,0,true
zh,1440,new-releases,4,4,grid,4,true,104,0,104,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":1039,""right"":1161,""top"":856.390625,""bottom"":900.390625,""width"":122,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,167,0,19.609375,44,false,true,true,0,0,true,0,true
zh,1440,featured-products,1,3,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":175,""right"":401,""top"":855.703125,""bottom"":899.703125,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,927,0,20.296875,44,false,true,true,0,0,true,0,true
zh,1440,featured-products,2,3,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":463,""right"":689,""top"":855.703125,""bottom"":899.703125,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,639,0,20.296875,44,false,true,true,0,0,true,0,true
zh,1440,featured-products,3,3,grid,4,false,104,0,0,true,"{""left"":1328,""right"":1416,""top"":830,""bottom"":876,""width"":88,""height"":46}","{""left"":751,""right"":977,""top"":855.703125,""bottom"":899.703125,""width"":226,""height"":44}",268,1132,1132,none,none,268,true,1132,true,pre-implementation-capture,351,0,20.296875,44,false,true,true,0,0,true,0,true
en,320,new-releases,1,4,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":203,""top"":785.3125,""bottom"":829.3125,""width"":110,""height"":44}",256,320,1118,x mandatory,start,256,true,1118,true,pre-implementation-capture,57,0,42.6875,44,false,true,true,0,0,true,0,true
en,320,new-releases,2,4,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":203,""top"":800.3125,""bottom"":844.3125,""width"":110,""height"":44}",256,320,1118,x mandatory,start,256,true,1118,true,pre-implementation-capture,57,0,27.6875,44,false,true,true,274,0,true,274,true
en,320,new-releases,3,4,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":203,""top"":800.3125,""bottom"":844.3125,""width"":110,""height"":44}",256,320,1118,x mandatory,start,256,true,1118,true,pre-implementation-capture,57,0,27.6875,44,false,true,true,548,0,true,548,true
en,320,new-releases,4,4,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":117,""right"":227,""top"":800.3125,""bottom"":844.3125,""width"":110,""height"":44}",256,320,1118,x mandatory,start,256,true,1118,true,pre-implementation-capture,33,0,27.6875,44,false,true,true,798,0,true,798,true
en,320,featured-products,1,3,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":215.796875,""top"":731.28125,""bottom"":775.28125,""width"":122.796875,""height"":44}",268.796875,320,882,x mandatory,start,268.796875,true,882,true,pre-implementation-capture,44.203125,0,0,44,false,true,true,0,0,true,0,true
en,320,featured-products,2,3,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":92.796875,""right"":215.59375,""top"":800.28125,""bottom"":844.28125,""width"":122.796875,""height"":44}",268.796875,320,882,x mandatory,start,268.796875,true,882,true,pre-implementation-capture,44.40625,0,27.71875,44,false,true,true,287,0,true,287,true
en,320,featured-products,3,3,flex,1,true,52,52,52,true,"{""left"":260,""right"":304,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":104.59375,""right"":227.390625,""top"":800.28125,""bottom"":844.28125,""width"":122.796875,""height"":44}",268.796875,320,882,x mandatory,start,268.796875,true,882,true,pre-implementation-capture,32.609375,0,27.71875,44,false,true,true,562,0,true,562,true
en,390,new-releases,1,4,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":259,""top"":782.734375,""bottom"":826.734375,""width"":166,""height"":44}",312,390,1342,x mandatory,start,312,true,1342,true,pre-implementation-capture,71,0,42.734375,44,false,true,true,0,0,true,0,true
en,390,new-releases,2,4,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":259,""top"":799.734375,""bottom"":843.734375,""width"":166,""height"":44}",312,390,1342,x mandatory,start,312,true,1342,true,pre-implementation-capture,71,0,28.265625,44,false,true,true,330,0,true,330,true
en,390,new-releases,3,4,flex,1,true,52,52,52,true,"{""left"":330,""right"":374,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":93,""right"":259,""top"":799.734375,""bottom"":843.734375,""width"":166,""height"":44}",312,390,1342,x mandatory,start,312,true,1342,true,pre-implementation-capture,71,0,28.265625,44,false,true,true,660,0,true,660,true
