run,viewport,locale,path,pageKind,targetType,targetIndex,supportRect,targetRect,gap,intersection,verticalIntersection,targetClientWidth,targetScrollWidth,targetClientHeight,targetScrollHeight,rootOverflow,textClipped,supportMode,supportWidth,supportHeight,exclusionReserve,targetMarginInlineEnd,targetMarginInlineStart,targetPaddingInlineEnd,cardWidth,railWidth,gridWidth,layoutChanged,candidateCount,pass,repeatStable
1,324,zh,/software,software,new-releases,3,"{""left"":264,""right"":308,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":117.5625,""right"":230.75,""top"":799.828125,""bottom"":843.828125,""width"":113.1875,""height"":44}",33.25,0,28.171875,113,113,44,44,0,false,icon,44,44,52,52,52,0,259.1875,1131,324,false,4,true,true
1,324,zh,/software,software,featured,2,"{""left"":264,""right"":308,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.3125,""right"":231.46875,""top"":799.5,""bottom"":843.5,""width"":126.15625,""height"":44}",32.53125,0,28.5,126,126,44,44,0,false,icon,44,44,52,52,52,0,272.15625,892,324,false,3,true,true
1,324,zh,/software,software,all-products,0,"{""left"":264,""right"":308,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":231,""top"":799.65625,""bottom"":843.65625,""width"":190,""height"":44}",33,0,28.34375,190,190,44,44,0,false,icon,44,44,52,52,0,0,284,0,284,false,12,true,true
1,324,zh,/software,software,load-more,0,"{""left"":264,""right"":308,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":796.734375,""bottom"":843.53125,""width"":102,""height"":46.796875}",142,0,31.265625,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,324,zh,/software,software,footer-link,0,"{""left"":264,""right"":308,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":252,""top"":799.53125,""bottom"":843.53125,""width"":232,""height"":44}",12,0,28.46875,232,232,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,325,zh,/software,software,new-releases,3,"{""left"":265,""right"":309,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":118,""right"":232,""top"":800.296875,""bottom"":844.296875,""width"":114,""height"":44}",33,0,27.703125,114,114,44,44,0,false,icon,44,44,52,52,52,0,260,1134,325,false,4,true,true
1,325,zh,/software,software,featured,2,"{""left"":265,""right"":309,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105,""right"":232,""top"":800.453125,""bottom"":844.453125,""width"":127,""height"":44}",33,0,27.546875,127,127,44,44,0,false,icon,44,44,52,52,52,0,273,895,325,false,3,true,true
1,325,zh,/software,software,all-products,0,"{""left"":265,""right"":309,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":232,""top"":800.171875,""bottom"":844.171875,""width"":191,""height"":44}",33,0,27.828125,191,191,44,44,0,false,icon,44,44,52,52,0,0,285,0,285,false,12,true,true
1,325,zh,/software,software,load-more,0,"{""left"":265,""right"":309,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.4375,""bottom"":844.234375,""width"":102,""height"":46.796875}",143,0,30.5625,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,325,zh,/software,software,footer-link,0,"{""left"":265,""right"":309,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":253,""top"":800.234375,""bottom"":844.234375,""width"":233,""height"":44}",12,0,27.765625,233,233,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,326,zh,/software,software,new-releases,3,"{""left"":266,""right"":310,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":118.390625,""right"":233.1875,""top"":799.734375,""bottom"":843.734375,""width"":114.796875,""height"":44}",32.8125,0,28.265625,115,115,44,44,0,false,icon,44,44,52,52,52,0,260.796875,1137,326,false,4,true,true
1,326,zh,/software,software,featured,2,"{""left"":266,""right"":310,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.65625,""right"":233.484375,""top"":800.34375,""bottom"":844.34375,""width"":127.828125,""height"":44}",32.515625,0,27.65625,128,128,44,44,0,false,icon,44,44,52,52,52,0,273.828125,897,326,false,3,true,true
1,326,zh,/software,software,all-products,0,"{""left"":266,""right"":310,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":233,""top"":799.625,""bottom"":843.625,""width"":192,""height"":44}",33,0,28.375,192,192,44,44,0,false,icon,44,44,52,52,0,0,286,0,286,false,12,true,true
1,326,zh,/software,software,load-more,0,"{""left"":266,""right"":310,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.078125,""bottom"":843.875,""width"":102,""height"":46.796875}",144,0,30.921875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,326,zh,/software,software,footer-link,0,"{""left"":266,""right"":310,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":254,""top"":799.875,""bottom"":843.875,""width"":234,""height"":44}",12,0,28.125,234,234,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,327,zh,/software,software,new-releases,3,"{""left"":267,""right"":311,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":118.78125,""right"":234.375,""top"":800.1875,""bottom"":844.1875,""width"":115.59375,""height"":44}",32.625,0,27.8125,116,116,44,44,0,false,icon,44,44,52,52,52,0,261.59375,1140,327,false,4,true,true
1,327,zh,/software,software,featured,2,"{""left"":267,""right"":311,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.34375,""right"":234.015625,""top"":800.28125,""bottom"":844.28125,""width"":128.671875,""height"":44}",32.984375,0,27.71875,129,129,44,44,0,false,icon,44,44,52,52,52,0,274.671875,900,327,false,3,true,true
1,327,zh,/software,software,all-products,0,"{""left"":267,""right"":311,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":234,""top"":800.125,""bottom"":844.125,""width"":193,""height"":44}",33,0,27.875,193,193,44,44,0,false,icon,44,44,52,52,0,0,287,0,287,false,12,true,true
1,327,zh,/software,software,load-more,0,"{""left"":267,""right"":311,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":796.765625,""bottom"":843.5625,""width"":102,""height"":46.796875}",145,0,31.234375,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,327,zh,/software,software,footer-link,0,"{""left"":267,""right"":311,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":255,""top"":799.5625,""bottom"":843.5625,""width"":235,""height"":44}",12,0,28.4375,235,235,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,328,zh,/software,software,new-releases,3,"{""left"":268,""right"":312,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":118.171875,""right"":234.5625,""top"":799.640625,""bottom"":843.640625,""width"":116.390625,""height"":44}",33.4375,0,28.359375,116,116,44,44,0,false,icon,44,44,52,52,52,0,262.390625,1144,328,false,4,true,true
1,328,zh,/software,software,featured,2,"{""left"":268,""right"":312,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.03125,""right"":234.546875,""top"":800.203125,""bottom"":844.203125,""width"":129.515625,""height"":44}",33.453125,0,27.796875,130,130,44,44,0,false,icon,44,44,52,52,52,0,275.515625,903,328,false,3,true,true
1,328,zh,/software,software,all-products,0,"{""left"":268,""right"":312,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":235,""top"":799.609375,""bottom"":843.609375,""width"":194,""height"":44}",33,0,28.390625,194,194,44,44,0,false,icon,44,44,52,52,0,0,288,0,288,false,12,true,true
1,328,zh,/software,software,load-more,0,"{""left"":268,""right"":312,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.4375,""bottom"":844.234375,""width"":102,""height"":46.796875}",146,0,30.5625,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,328,zh,/software,software,footer-link,0,"{""left"":268,""right"":312,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":256,""top"":799.640625,""bottom"":843.640625,""width"":236,""height"":44}",12,0,28.359375,236,236,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,329,zh,/software,software,new-releases,3,"{""left"":269,""right"":313,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":118.5625,""right"":235.75,""top"":800.078125,""bottom"":844.078125,""width"":117.1875,""height"":44}",33.25,0,27.921875,117,117,44,44,0,false,icon,44,44,52,52,52,0,263.1875,1147,329,false,4,true,true
1,329,zh,/software,software,featured,2,"{""left"":269,""right"":313,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.71875,""right"":236.078125,""top"":800.109375,""bottom"":844.109375,""width"":130.359375,""height"":44}",32.921875,0,27.890625,130,130,44,44,0,false,icon,44,44,52,52,52,0,276.359375,905,329,false,3,true,true
1,329,zh,/software,software,all-products,0,"{""left"":269,""right"":313,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":236,""top"":800.078125,""bottom"":844.078125,""width"":195,""height"":44}",33,0,27.921875,195,195,44,44,0,false,icon,44,44,52,52,0,0,289,0,289,false,12,true,true
1,329,zh,/software,software,load-more,0,"{""left"":269,""right"":313,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.09375,""bottom"":843.890625,""width"":102,""height"":46.796875}",147,0,30.90625,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,329,zh,/software,software,footer-link,0,"{""left"":269,""right"":313,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":257,""top"":800.296875,""bottom"":844.296875,""width"":237,""height"":44}",12,0,27.703125,237,237,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,330,zh,/software,software,new-releases,3,"{""left"":270,""right"":314,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":119,""right"":237,""top"":799.546875,""bottom"":843.546875,""width"":118,""height"":44}",33,0,28.453125,118,118,44,44,0,false,icon,44,44,52,52,52,0,264,1150,330,false,4,true,true
1,330,zh,/software,software,featured,2,"{""left"":270,""right"":314,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.375,""right"":236.5625,""top"":800.046875,""bottom"":844.046875,""width"":131.1875,""height"":44}",33.4375,0,27.953125,131,131,44,44,0,false,icon,44,44,52,52,52,0,277.1875,908,330,false,3,true,true
1,330,zh,/software,software,all-products,0,"{""left"":270,""right"":314,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":237,""top"":799.578125,""bottom"":843.578125,""width"":196,""height"":44}",33,0,28.421875,196,196,44,44,0,false,icon,44,44,52,52,0,0,290,0,290,false,12,true,true
1,330,zh,/software,software,load-more,0,"{""left"":270,""right"":314,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":796.78125,""bottom"":843.578125,""width"":102,""height"":46.796875}",148,0,31.21875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,330,zh,/software,software,footer-link,0,"{""left"":270,""right"":314,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":258,""top"":799.984375,""bottom"":843.984375,""width"":238,""height"":44}",12,0,28.015625,238,238,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,331,zh,/software,software,new-releases,3,"{""left"":271,""right"":315,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":119.390625,""right"":238.1875,""top"":799.984375,""bottom"":843.984375,""width"":118.796875,""height"":44}",32.8125,0,28.015625,119,119,44,44,0,false,icon,44,44,52,52,52,0,264.796875,1153,331,false,4,true,true
1,331,zh,/software,software,featured,2,"{""left"":271,""right"":315,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":106.0625,""right"":238.09375,""top"":799.96875,""bottom"":843.96875,""width"":132.03125,""height"":44}",32.90625,0,28.03125,132,132,44,44,0,false,icon,44,44,52,52,52,0,278.03125,910,331,false,3,true,true
1,331,zh,/software,software,all-products,0,"{""left"":271,""right"":315,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":238,""top"":800.0625,""bottom"":844.0625,""width"":197,""height"":44}",33,0,27.9375,197,197,44,44,0,false,icon,44,44,52,52,0,0,291,0,291,false,12,true,true
1,331,zh,/software,software,load-more,0,"{""left"":271,""right"":315,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.453125,""bottom"":844.25,""width"":102,""height"":46.796875}",149,0,30.546875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,331,zh,/software,software,footer-link,0,"{""left"":271,""right"":315,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":259,""top"":799.65625,""bottom"":843.65625,""width"":239,""height"":44}",12,0,28.34375,239,239,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,332,zh,/software,software,new-releases,3,"{""left"":272,""right"":316,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":119.78125,""right"":239.375,""top"":800.4375,""bottom"":844.4375,""width"":119.59375,""height"":44}",32.625,0,27.5625,120,120,44,44,0,false,icon,44,44,52,52,52,0,265.59375,1156,332,false,4,true,true
1,332,zh,/software,software,featured,2,"{""left"":272,""right"":316,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":105.75,""right"":238.625,""top"":799.890625,""bottom"":843.890625,""width"":132.875,""height"":44}",33.375,0,28.109375,133,133,44,44,0,false,icon,44,44,52,52,52,0,278.875,913,332,false,3,true,true
1,332,zh,/software,software,all-products,0,"{""left"":272,""right"":316,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":239,""top"":799.546875,""bottom"":843.546875,""width"":198,""height"":44}",33,0,28.453125,198,198,44,44,0,false,icon,44,44,52,52,0,0,292,0,292,false,12,true,true
1,332,zh,/software,software,load-more,0,"{""left"":272,""right"":316,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.125,""bottom"":843.921875,""width"":102,""height"":46.796875}",150,0,30.875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,332,zh,/software,software,footer-link,0,"{""left"":272,""right"":316,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":260,""top"":800.328125,""bottom"":844.328125,""width"":240,""height"":44}",12,0,27.671875,240,240,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,333,zh,/software,software,new-releases,3,"{""left"":273,""right"":317,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":119.171875,""right"":239.5625,""top"":799.890625,""bottom"":843.890625,""width"":120.390625,""height"":44}",33.4375,0,28.109375,120,120,44,44,0,false,icon,44,44,52,52,52,0,266.390625,1160,333,false,4,true,true
1,333,zh,/software,software,featured,2,"{""left"":273,""right"":317,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":106.4375,""right"":240.15625,""top"":799.8125,""bottom"":843.8125,""width"":133.71875,""height"":44}",32.84375,0,28.1875,134,134,44,44,0,false,icon,44,44,52,52,52,0,279.71875,915,333,false,3,true,true
1,333,zh,/software,software,all-products,0,"{""left"":273,""right"":317,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":240,""top"":800.03125,""bottom"":844.03125,""width"":199,""height"":44}",33,0,27.96875,199,199,44,44,0,false,icon,44,44,52,52,0,0,293,0,293,false,12,true,true
1,333,zh,/software,software,load-more,0,"{""left"":273,""right"":317,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":796.796875,""bottom"":843.59375,""width"":102,""height"":46.796875}",151,0,31.203125,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,333,zh,/software,software,footer-link,0,"{""left"":273,""right"":317,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":261,""top"":800,""bottom"":844,""width"":241,""height"":44}",12,0,28,241,241,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,334,zh,/software,software,new-releases,3,"{""left"":274,""right"":318,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":119.5625,""right"":240.75,""top"":800.328125,""bottom"":844.328125,""width"":121.1875,""height"":44}",33.25,0,27.671875,121,121,44,44,0,false,icon,44,44,52,52,52,0,267.1875,1163,334,false,4,true,true
1,334,zh,/software,software,featured,2,"{""left"":274,""right"":318,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":106.09375,""right"":240.640625,""top"":799.71875,""bottom"":843.71875,""width"":134.546875,""height"":44}",33.359375,0,28.28125,135,135,44,44,0,false,icon,44,44,52,52,52,0,280.546875,918,334,false,3,true,true
1,334,zh,/software,software,all-products,0,"{""left"":274,""right"":318,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":241,""top"":799.5,""bottom"":843.5,""width"":200,""height"":44}",33,0,28.5,200,200,44,44,0,false,icon,44,44,52,52,0,0,294,0,294,false,12,true,true
1,334,zh,/software,software,load-more,0,"{""left"":274,""right"":318,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.453125,""bottom"":844.25,""width"":102,""height"":46.796875}",152,0,30.546875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,334,zh,/software,software,footer-link,0,"{""left"":274,""right"":318,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":262,""top"":799.65625,""bottom"":843.65625,""width"":242,""height"":44}",12,0,28.34375,242,242,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,335,zh,/software,software,new-releases,3,"{""left"":275,""right"":319,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":120,""right"":242,""top"":799.796875,""bottom"":843.796875,""width"":122,""height"":44}",33,0,28.203125,122,122,44,44,0,false,icon,44,44,52,52,52,0,268,1166,335,false,4,true,true
1,335,zh,/software,software,featured,2,"{""left"":275,""right"":319,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":106.78125,""right"":242.171875,""top"":799.671875,""bottom"":843.671875,""width"":135.390625,""height"":44}",32.828125,0,28.328125,135,135,44,44,0,false,icon,44,44,52,52,52,0,281.390625,920,335,false,3,true,true
1,335,zh,/software,software,all-products,0,"{""left"":275,""right"":319,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":242,""top"":800.015625,""bottom"":844.015625,""width"":201,""height"":44}",33,0,27.984375,201,201,44,44,0,false,icon,44,44,52,52,0,0,295,0,295,false,12,true,true
1,335,zh,/software,software,load-more,0,"{""left"":275,""right"":319,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":797.15625,""bottom"":843.953125,""width"":102,""height"":46.796875}",153,0,30.84375,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
1,335,zh,/software,software,footer-link,0,"{""left"":275,""right"":319,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":263,""top"":800.359375,""bottom"":844.359375,""width"":243,""height"":44}",12,0,27.640625,243,243,44,44,0,false,icon,44,44,52,0,0,0,0,0,0,false,13,true,true
1,336,zh,/software,software,new-releases,3,"{""left"":276,""right"":320,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":120.390625,""right"":243.1875,""top"":800.234375,""bottom"":844.234375,""width"":122.796875,""height"":44}",32.8125,0,27.765625,123,123,44,44,0,false,icon,44,44,52,52,52,0,268.796875,1169,336,false,4,true,true
1,336,zh,/software,software,featured,2,"{""left"":276,""right"":320,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":106.46875,""right"":242.703125,""top"":799.578125,""bottom"":843.578125,""width"":136.234375,""height"":44}",33.296875,0,28.421875,136,136,44,44,0,false,icon,44,44,52,52,52,0,282.234375,923,336,false,3,true,true
1,336,zh,/software,software,all-products,0,"{""left"":276,""right"":320,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":41,""right"":243,""top"":800.484375,""bottom"":844.484375,""width"":202,""height"":44}",33,0,27.515625,202,202,44,44,0,false,icon,44,44,52,52,0,0,296,0,296,false,12,true,true
1,336,zh,/software,software,load-more,0,"{""left"":276,""right"":320,""top"":784,""bottom"":828,""width"":44,""height"":44}","{""left"":20,""right"":122,""top"":796.8125,""bottom"":843.609375,""width"":102,""height"":46.796875}",154,0,31.1875,100,100,45,45,0,false,icon,44,44,52,0,0,18,0,0,0,false,1,true,true
